Elena, 5199358937, /start, 2023-11-07 15:23:19.792429
Elena, 5199358937, /start, 2023-11-07 15:27:51.479265
Elena, 5199358937, /start, 2023-11-07 15:28:26.217721
Elena, 5199358937, /start, 2023-11-07 15:36:22.590896
Elena, 5199358937, /start, 2023-11-07 15:39:25.151306
Elena, 5199358937, /start, 2023-11-07 15:40:06.969919
Elena, 5199358937, /start, 2023-11-07 15:59:00.360276
Elena, 5199358937, /start, 2023-11-07 16:01:26.479944
Elena, 5199358937, /start, 2023-11-07 16:01:49.384144
Elena, 5199358937, /start, 2023-11-07 16:03:15.140760
Elena, 5199358937, /start, 2023-11-07 16:09:16.859385
Elena, 5199358937, /start, 2023-11-07 16:09:35.496128
Elena, 5199358937, /start, 2023-11-07 16:10:34.464959
Elena, 5199358937, /start, 2023-11-07 16:11:17.650540
Elena, 5199358937, /start, 2023-11-07 16:13:04.417252
Elena, 5199358937, /start, 2023-11-07 16:13:36.423386
Elena, 5199358937, /start, 2023-11-13 11:43:45.196267
Elena, 5199358937, /start, 2023-11-13 11:46:23.722724
Elena, 5199358937, /start, 2023-11-13 11:48:21.519348
Elena, 5199358937, /start, 2023-11-14 16:14:58.112997
Elena, 5199358937, /start, 2023-11-14 16:17:59.831279
Elena, 5199358937, /start, 2023-11-14 16:19:41.819276
Elena, 5199358937, /start, 2023-11-14 16:23:58.913918
Elena, 5199358937, /start, 2023-11-14 16:26:42.198820
Elena, 5199358937, /start, 2023-11-14 16:54:16.228295
Elena, 5199358937, /send_request, 2023-11-14 16:54:22.393348
Elena, 5199358937, /start, 2023-11-14 16:58:27.235003
Elena, 5199358937, /send_request, 2023-11-14 16:58:35.243662
Elena, 5199358937, /start, 2023-11-14 17:03:23.953424
Elena, 5199358937, /send_request, 2023-11-14 17:03:28.629257
Elena, 5199358937, /start, 2023-11-14 17:16:58.558467
Elena, 5199358937, /send_request, 2023-11-14 17:17:02.824350
Elena, 5199358937, /start, 2023-11-16 01:38:10.046921
Elena, 5199358937, /send_request, 2023-11-16 01:38:14.415491
Elena, 5199358937, /start, 2023-11-16 01:49:41.625594
Elena, 5199358937, /send_request, 2023-11-16 01:49:45.171116
Elena, 5199358937, /start, 2023-11-16 01:53:08.235467
Elena, 5199358937, /start, 2023-11-16 01:56:10.054078
Elena, 5199358937, /start, 2023-11-16 01:57:01.699660
Elena, 5199358937, /start, 2023-11-16 18:48:17.095969
Elena, 5199358937, /send_request, 2023-11-16 18:48:22.999493
Elena, 5199358937, /start, 2023-11-16 18:49:50.440358
Elena, 5199358937, /start, 2023-11-16 18:51:31.774480
Elena, 5199358937, /start, 2023-11-16 18:55:23.305904
Elena, 5199358937, /send_request, 2023-11-16 18:55:26.997078
Elena, 5199358937, /start, 2023-11-16 19:01:09.288138
Elena, 5199358937, /start, 2023-11-16 19:08:21.123484
Elena, 5199358937, /send_request, 2023-11-16 19:08:31.402905
Elena, 5199358937, /send_request, 2023-11-16 19:08:54.788858
Elena, 5199358937, /start, 2023-11-16 19:09:49.878300
Elena, 5199358937, /send_request, 2023-11-16 19:09:54.349048
Elena, 5199358937, /start, 2023-11-16 23:40:39.555021
Elena, 5199358937, /request, 2023-11-16 23:40:46.585340
Elena, 5199358937, /start, 2023-11-16 23:53:54.884936
Elena, 5199358937, /request, 2023-11-16 23:53:58.582125
Elena, 5199358937, /start, 2023-11-16 23:56:08.087680
Elena, 5199358937, /request, 2023-11-16 23:56:20.599344
Elena, 5199358937, /start, 2023-11-16 23:58:44.319487
Elena, 5199358937, /start, 2023-11-16 23:59:30.480421
Elena, 5199358937, /start, 2023-11-17 00:00:40.495932
Elena, 5199358937, /request, 2023-11-17 00:00:52.450731
Elena, 5199358937, /start, 2023-11-17 00:04:07.302341
Elena, 5199358937, /request, 2023-11-17 00:04:11.338912
